Database,Table,Column,Datatype,Missing,Distinct
customer_complaints,Products,product_name,object,0,4
customer_complaints,Products,product_description,object,0,4
customer_complaints,Products,product_price,float64,0,4
customer_complaints,Complaints,complaint_id,int64,0,12
customer_complaints,Complaints,product_id,int64,0,4
customer_complaints,Complaints,customer_id,int64,0,7
customer_complaints,Complaints,complaint_outcome_code,object,0,1
customer_complaints,Complaints,complaint_status_code,object,0,3
customer_complaints,Complaints,complaint_type_code,object,0,2
customer_complaints,Complaints,date_complaint_raised,object,0,6
customer_complaints,Complaints,date_complaint_closed,object,0,6
customer_complaints,Complaints,staff_id,int64,0,6
customer_deliveries,Products,product_id,int64,0,6
customer_deliveries,Products,product_name,object,0,6
customer_deliveries,Products,product_price,float64,0,6
customer_deliveries,Products,product_description,object,0,3
customer_deliveries,Addresses,address_id,int64,0,15
customer_deliveries,Addresses,address_details,object,0,15
customer_deliveries,Addresses,city,object,0,15
customer_deliveries,Addresses,zip_postcode,object,0,14
customer_deliveries,Addresses,state_province_county,object,0,13
customer_deliveries,Addresses,country,object,0,1
customer_deliveries,Customers,customer_id,int64,0,15
customer_deliveries,Customers,payment_method,object,0,4
customer_deliveries,Customers,customer_name,object,0,15
customer_deliveries,Customers,customer_phone,object,0,15
customer_deliveries,Customers,customer_email,object,0,15
customer_deliveries,Customers,date_became_customer,object,0,15
customer_deliveries,Regular_Orders,regular_order_id,int64,0,15
customer_deliveries,Regular_Orders,distributer_id,int64,0,10
customer_deliveries,Regular_Order_Products,regular_order_id,int64,0,11
customer_deliveries,Regular_Order_Products,product_id,int64,0,6
customer_deliveries,Actual_Orders,actual_order_id,int64,0,15
customer_deliveries,Actual_Orders,order_status_code,object,0,2
customer_deliveries,Actual_Orders,regular_order_id,int64,0,11
customer_deliveries,Actual_Orders,actual_order_date,object,0,15
customer_deliveries,Actual_Order_Products,actual_order_id,int64,0,10
customer_deliveries,Actual_Order_Products,product_id,int64,0,6
customer_deliveries,Customer_Addresses,customer_id,int64,0,10
customer_deliveries,Customer_Addresses,address_id,int64,0,9
customer_deliveries,Customer_Addresses,date_from,object,0,15
customer_deliveries,Customer_Addresses,address_type,object,0,3
customer_deliveries,Customer_Addresses,date_to,object,0,15
customer_deliveries,Delivery_Routes,route_id,int64,0,15
customer_deliveries,Delivery_Routes,route_name,object,0,15
customer_deliveries,Delivery_Routes,other_route_details,object,0,15
customer_deliveries,Delivery_Route_Locations,location_code,object,0,15
customer_deliveries,Delivery_Route_Locations,route_id,int64,0,9
customer_deliveries,Delivery_Route_Locations,location_address_id,int64,0,11
customer_deliveries,Delivery_Route_Locations,location_name,object,0,15
customer_deliveries,Trucks,truck_id,int64,0,15
customer_deliveries,Trucks,truck_licence_number,object,0,15
customer_deliveries,Trucks,truck_details,object,0,15
customer_deliveries,Employees,employee_id,int64,0,15
customer_deliveries,Employees,employee_address_id,int64,0,11
customer_deliveries,Employees,employee_name,object,0,15
customer_deliveries,Employees,employee_phone,object,0,15
customer_deliveries,Order_Deliveries,location_code,object,0,4
customer_deliveries,Order_Deliveries,actual_order_id,int64,0,11
customer_deliveries,Order_Deliveries,delivery_status_code,object,0,3
customer_deliveries,Order_Deliveries,driver_employee_id,int64,0,10
customer_deliveries,Order_Deliveries,truck_id,int64,0,8
customer_deliveries,Order_Deliveries,delivery_date,object,0,15
debate,people,People_ID,int64,0,10
debate,people,District,object,0,10
debate,people,Name,object,0,10
debate,people,Party,object,0,4
debate,people,Age,int64,0,8
debate,debate,Debate_ID,int64,0,6
debate,debate,Date,object,0,6
debate,debate,Venue,object,0,4
debate,debate,Num_of_Audience,int64,0,6
debate,debate_people,Debate_ID,int64,0,5
debate,debate_people,Affirmative,int64,0,4
debate,debate_people,Negative,int64,0,4
debate,debate_people,If_Affirmative_Win,object,0,2
decoration_competition,college,College_ID,int64,0,5
decoration_competition,college,Name,object,0,5
decoration_competition,college,Leader_Name,object,0,5
decoration_competition,college,College_Location,object,0,5
decoration_competition,member,Member_ID,int64,0,10
decoration_competition,member,Name,object,0,10
decoration_competition,member,Country,object,0,2
decoration_competition,member,College_ID,int64,0,5
decoration_competition,round,Round_ID,int64,0,2
decoration_competition,round,Member_ID,int64,0,6
decoration_competition,round,Decoration_Theme,object,0,6
decoration_competition,round,Rank_in_Round,int64,0,4
department_management,department,Department_ID,int64,0,15
department_management,department,Name,object,0,15
department_management,department,Creation,object,0,14
department_management,department,Ranking,int64,0,15
department_management,department,Budget_in_Billions,float64,0,15
department_management,department,Num_Employees,float64,0,15
department_management,head,head_ID,int64,0,10
department_management,head,name,object,0,10
department_management,head,born_state,object,0,5
department_management,head,age,float64,0,8
department_management,management,department_ID,int64,0,4
department_management,management,head_ID,int64,0,5
department_management,management,temporary_acting,object,0,2
department_store,Addresses,address_id,int64,0,15
department_store,Addresses,address_details,object,0,15
department_store,Staff,staff_id,int64,0,15
department_store,Staff,staff_gender,object,0,2
department_store,Staff,staff_name,object,0,15
department_store,Suppliers,supplier_id,int64,0,4
department_store,Suppliers,supplier_name,object,0,4
department_store,Suppliers,supplier_phone,object,0,4
department_store,Department_Store_Chain,dept_store_chain_id,int64,0,4
department_store,Department_Store_Chain,dept_store_chain_name,object,0,4
department_store,Customers,customer_id,int64,0,15
department_store,Customers,payment_method_code,object,0,2
department_store,Customers,customer_code,object,0,15
department_store,Customers,customer_name,object,0,15
department_store,Customers,customer_address,object,0,15
department_store,Customers,customer_phone,object,0,15
department_store,Customers,customer_email,object,0,15
department_store,Products,product_id,int64,0,15
department_store,Products,product_type_code,object,0,2
department_store,Products,product_name,object,0,14
department_store,Products,product_price,float64,0,15
department_store,Supplier_Addresses,supplier_id,int64,0,3
department_store,Supplier_Addresses,address_id,int64,0,4
department_store,Supplier_Addresses,date_from,object,0,4
department_store,Supplier_Addresses,date_to,object,0,4
department_store,Customer_Addresses,customer_id,int64,0,8
department_store,Customer_Addresses,address_id,int64,0,10
department_store,Customer_Addresses,date_from,object,0,15
department_store,Customer_Addresses,date_to,object,0,15
department_store,Customer_Orders,order_id,int64,0,15
department_store,Customer_Orders,customer_id,int64,0,10
department_store,Customer_Orders,order_status_code,object,0,5
department_store,Customer_Orders,order_date,object,0,15
department_store,Department_Stores,dept_store_id,int64,0,15
department_store,Department_Stores,dept_store_chain_id,int64,0,4
department_store,Department_Stores,store_name,object,0,1
department_store,Department_Stores,store_address,object,0,15
department_store,Department_Stores,store_phone,object,0,15
department_store,Department_Stores,store_email,object,0,15
department_store,Departments,department_id,int64,0,5
department_store,Departments,dept_store_id,int64,0,3
department_store,Departments,department_name,object,0,5
department_store,Order_Items,order_item_id,int64,0,15
department_store,Order_Items,order_id,int64,0,10
department_store,Order_Items,product_id,int64,0,11
department_store,Product_Suppliers,product_id,int64,0,9
department_store,Product_Suppliers,supplier_id,int64,0,4
department_store,Product_Suppliers,date_supplied_from,object,0,15
department_store,Product_Suppliers,date_supplied_to,object,0,15
department_store,Product_Suppliers,total_amount_purchased,object,0,15
department_store,Product_Suppliers,total_value_purchased,float64,0,15
department_store,Staff_Department_Assignments,staff_id,int64,0,11
department_store,Staff_Department_Assignments,department_id,int64,0,5
department_store,Staff_Department_Assignments,date_assigned_from,object,0,15
department_store,Staff_Department_Assignments,job_title_code,object,0,4
department_store,Staff_Department_Assignments,date_assigned_to,object,0,15
device,device,Device_ID,int64,0,6
device,device,Device,object,0,6
device,device,Carrier,object,0,6
device,device,Package_Version,object,0,5
device,device,Applications,object,0,4
device,device,Software_Platform,object,0,2
device,shop,Shop_ID,int64,0,12
device,shop,Shop_Name,object,0,12
device,shop,Location,object,0,9
device,shop,Open_Date,object,0,12
device,shop,Open_Year,int64,0,9
device,stock,Shop_ID,int64,0,6
device,stock,Device_ID,int64,0,2
device,stock,Quantity,int64,0,8
document_management,Roles,role_code,object,0,2
document_management,Roles,role_description,object,0,2
document_management,Users,user_id,int64,0,15
document_management,Users,role_code,object,0,2
document_management,Users,user_name,object,0,15
document_management,Users,user_login,object,0,2
document_management,Users,password,object,0,15
document_management,Document_Structures,document_structure_code,object,0,5
document_management,Document_Structures,parent_document_structure_code,object,0,3
document_management,Document_Structures,document_structure_description,object,0,5
document_management,Functional_Areas,functional_area_code,object,0,3
document_management,Functional_Areas,parent_functional_area_code,object,0,1
document_management,Functional_Areas,functional_area_description,object,0,3
document_management,Images,image_id,int64,0,15
document_management,Images,image_alt_text,object,0,15
document_management,Images,image_name,object,0,15
document_management,Images,image_url,object,0,15
document_management,Documents,document_code,object,0,15
document_management,Documents,document_structure_code,object,0,5
document_management,Documents,document_type_code,object,0,4
document_management,Documents,access_count,int64,0,15
document_management,Documents,document_name,object,0,15
document_management,Document_Functional_Areas,document_code,object,0,11
document_management,Document_Functional_Areas,functional_area_code,object,0,3
document_management,Document_Sections,section_id,int64,0,15
document_management,Document_Sections,document_code,object,0,11
document_management,Document_Sections,section_sequence,int64,0,15
document_management,Document_Sections,section_code,object,0,14
document_management,Document_Sections,section_title,object,0,2
document_management,Document_Sections_Images,section_id,int64,0,13
document_management,Document_Sections_Images,image_id,int64,0,11
dog_kennels,Breeds,breed_code,object,0,3
dog_kennels,Breeds,breed_name,object,0,3
dog_kennels,Charges,charge_id,int64,0,3
dog_kennels,Charges,charge_type,object,0,3
dog_kennels,Charges,charge_amount,int64,0,3
dog_kennels,Sizes,size_code,object,0,3
dog_kennels,Sizes,size_description,object,0,3
dog_kennels,Treatment_Types,treatment_type_code,object,0,3
dog_kennels,Treatment_Types,treatment_type_description,object,0,3
dog_kennels,Owners,owner_id,int64,0,15
dog_kennels,Owners,first_name,object,0,15
dog_kennels,Owners,last_name,object,0,15
dog_kennels,Owners,street,object,0,15
dog_kennels,Owners,city,object,0,15
dog_kennels,Owners,state,object,0,14
dog_kennels,Owners,zip_code,object,0,15
dog_kennels,Owners,email_address,object,0,15
dog_kennels,Owners,home_phone,object,0,15
dog_kennels,Owners,cell_number,object,0,15
dog_kennels,Dogs,dog_id,int64,0,15
dog_kennels,Dogs,owner_id,int64,0,12
dog_kennels,Dogs,abandoned_yn,object,0,2
dog_kennels,Dogs,breed_code,object,0,3
dog_kennels,Dogs,size_code,object,0,3
dog_kennels,Dogs,name,object,0,15
dog_kennels,Dogs,age,object,0,8
dog_kennels,Dogs,date_of_birth,object,0,15
dog_kennels,Dogs,gender,object,0,2
dog_kennels,Dogs,weight,object,0,15
dog_kennels,Dogs,date_arrived,object,0,15
dog_kennels,Dogs,date_adopted,object,0,15
dog_kennels,Dogs,date_departed,object,0,15
dog_kennels,Professionals,professional_id,int64,0,15
dog_kennels,Professionals,role_code,object,0,2
dog_kennels,Professionals,first_name,object,0,15
dog_kennels,Professionals,street,object,0,15
dog_kennels,Professionals,city,object,0,15
dog_kennels,Professionals,state,object,0,13
dog_kennels,Professionals,zip_code,object,0,15
dog_kennels,Professionals,last_name,object,0,15
dog_kennels,Professionals,email_address,object,0,15
dog_kennels,Professionals,home_phone,object,0,15
dog_kennels,Professionals,cell_number,object,0,15
dog_kennels,Treatments,treatment_id,int64,0,15
dog_kennels,Treatments,dog_id,int64,0,9
dog_kennels,Treatments,professional_id,int64,0,8
dog_kennels,Treatments,treatment_type_code,object,0,3
dog_kennels,Treatments,date_of_treatment,object,0,15
dog_kennels,Treatments,cost_of_treatment,int64,0,15
dorm_1,Student,StuID,int64,0,34
dorm_1,Student,LName,object,0,31
dorm_1,Student,Fname,object,0,24
dorm_1,Student,Age,int64,0,9
dorm_1,Student,Sex,object,0,2
dorm_1,Student,Major,int64,0,6
dorm_1,Student,Advisor,int64,0,18
dorm_1,Student,city_code,object,0,19
dorm_1,Dorm,dormid,int64,0,7
dorm_1,Dorm,dorm_name,object,0,7
dorm_1,Dorm,student_capacity,int64,0,7
dorm_1,Dorm,gender,object,0,3
dorm_1,Dorm_amenity,amenid,int64,0,12
dorm_1,Dorm_amenity,amenity_name,object,0,12
dorm_1,Has_amenity,dormid,int64,0,7
dorm_1,Has_amenity,amenid,int64,0,12
dorm_1,Lives_in,stuid,int64,0,31
dorm_1,Lives_in,dormid,int64,0,7
dorm_1,Lives_in,room_number,int64,0,22
driving_school,Addresses,address_id,int64,0,15
driving_school,Addresses,line_1_number_building,object,0,15
driving_school,Addresses,city,object,0,15
driving_school,Addresses,zip_postcode,object,0,15
driving_school,Addresses,state_province_county,object,0,11
driving_school,Addresses,country,object,0,1
driving_school,Staff,staff_id,int64,0,15
driving_school,Staff,staff_address_id,int64,0,10
driving_school,Staff,nickname,object,0,15
driving_school,Staff,first_name,object,0,15
driving_school,Staff,middle_name,object,0,15
driving_school,Staff,last_name,object,0,15
driving_school,Staff,date_of_birth,object,0,15
driving_school,Staff,date_joined_staff,object,0,15
driving_school,Staff,date_left_staff,object,0,15
driving_school,Vehicles,vehicle_id,int64,0,3
driving_school,Vehicles,vehicle_details,object,0,3
driving_school,Customers,customer_id,int64,0,15
driving_school,Customers,customer_address_id,int64,0,8
driving_school,Customers,customer_status_code,object,0,2
driving_school,Customers,date_became_customer,object,0,15
driving_school,Customers,date_of_birth,object,0,15
driving_school,Customers,first_name,object,0,15
driving_school,Customers,last_name,object,0,15
driving_school,Customers,amount_outstanding,float64,0,15
driving_school,Customers,email_address,object,0,15
driving_school,Customers,phone_number,object,0,15
driving_school,Customers,cell_mobile_phone_number,object,0,15
driving_school,Customer_Payments,customer_id,int64,0,11
driving_school,Customer_Payments,datetime_payment,object,0,15
driving_school,Customer_Payments,payment_method_code,object,0,2
driving_school,Customer_Payments,amount_payment,float64,0,15
driving_school,Lessons,lesson_id,int64,0,15
driving_school,Lessons,customer_id,int64,0,9
driving_school,Lessons,lesson_status_code,object,0,2
driving_school,Lessons,staff_id,int64,0,9
driving_school,Lessons,vehicle_id,int64,0,3
driving_school,Lessons,lesson_date,object,0,15
